name,stationID,date,weekday,hours,longitude,latitude,real_flow,pop_density,land_use_mix,num_accommodation,num_sports_leisure,num_public_facilities,num_companies,num_healthcare,num_business_residential,num_gov_org,num_auto_sales,num_life_services,num_cultural_education,num_shopping,num_finance,num_scenic_spots,num_catering,num_parking,num_bus_stops,road_density_km,intersection_density_km,connectivity,distance_to_nearest_CBD
梅江会展中心,67,20250325,1,7,117.2110148,39.0437736,730.0,218,0.3796652425048062,11.0,28.0,4.0,13.0,8.0,9.0,11.0,0.0,33.0,23.0,27.0,1.0,3.0,39.0,53.0,4.0,42.00140619504879,291.9212002491741,7.098976109215017,5.172506087896772
滨海国际机场,29,20250326,2,10,117.3552221,39.1319209,715.0,305,0.6040933393361058,0.0,1.0,106.0,1.0,1.0,0.0,4.0,0.0,23.0,0.0,29.0,6.0,0.0,21.0,14.0,5.0,45.11377274537206,222.17893397794973,6.201793721973094,8.69826441739024
六纬路,96,20240328,3,8,117.2216526,39.1146943,939.0,36754,0.2673244935791249,37.0,89.0,17.0,168.0,45.0,96.0,186.0,2.0,271.0,90.0,321.0,54.0,21.0,355.0,227.0,16.0,28.3605881886562,79.70544716697312,4.875,0.600395614114763
会展中心,136,20230328,1,13,117.7255219,39.0290127,35.0,1573,0.2702334522007537,9.0,15.0,52.0,16.0,7.0,14.0,11.0,0.0,113.0,21.0,157.0,8.0,2.0,127.0,80.0,9.0,16.134652040300477,31.88217886680151,3.9375,5.283087958491073
金贸产业园,110,20250327,3,20,117.2813858,39.1018211,25.0,7175,0.3224178929488587,3.0,14.0,1.0,33.0,5.0,22.0,45.0,0.0,46.0,6.0,51.0,2.0,1.0,30.0,16.0,3.0,14.77139584046126,12.453976119848743,5.36,3.3956850330970774
龙涵道,111,20240331,6,15,117.2808862,39.0946105,136.0,6565,0.1175730491102389,27.0,50.0,19.0,77.0,25.0,33.0,58.0,0.0,123.0,31.0,120.0,8.0,3.0,76.0,41.0,6.0,14.170971189594532,20.92267988133917,4.880952380952381,4.000040495035274
高新区,204,20230325,5,17,117.0922451,39.0707439,128.0,410,0.35096003274679,1.0,0.0,0.0,135.0,3.0,19.0,2.0,0.0,11.0,10.0,10.0,2.0,0.0,12.0,18.0,9.0,15.55469208989371,22.417157015716167,3.977777777777778,10.445864006270236
柳林路,113,20250329,5,14,117.2785786,39.0713979,113.0,20491,0.2287711230826672,56.0,20.0,7.0,22.0,32.0,15.0,27.0,0.0,101.0,32.0,351.0,6.0,6.0,194.0,45.0,8.0,17.67059868527204,18.4318846573614,4.4324324324324325,6.02624063689003
铁东路,197,20230327,0,11,117.2010161,39.1790552,365.0,21918,0.3227483485344424,16.0,43.0,6.0,45.0,29.0,35.0,63.0,1.0,256.0,42.0,217.0,19.0,12.0,235.0,54.0,4.0,37.9732342377592,56.790131106504326,5.280701754385965,5.184878175919705
大毕庄,46,20230329,2,22,117.272902,39.2020503,43.0,6691,0.3164943630349234,24.0,10.0,4.0,205.0,25.0,9.0,19.0,1.0,128.0,17.0,619.0,13.0,0.0,123.0,25.0,5.0,10.4080146670088,19.92636179175328,5.975,8.776052133808975
成林道,89,20240329,4,22,117.2393964,39.1292223,623.0,28910,0.1061991129019251,20.0,45.0,10.0,48.0,41.0,39.0,103.0,5.0,183.0,39.0,225.0,12.0,4.0,148.0,114.0,7.0,28.518891068784573,55.29565397209659,4.342342342342342,1.4379980271081216
北站,174,20250326,2,19,117.2014685,39.1654454,1412.0,29115,0.1937649893443023,27.0,58.0,15.0,76.0,94.0,50.0,83.0,1.0,242.0,59.0,219.0,24.0,31.0,229.0,134.0,11.0,37.37155062028432,45.3324730762394,4.912087912087912,3.820470811638215
外院附中,40,20240328,3,9,117.1856492,39.1702832,142.0,32662,0.3941611327041435,7.0,24.0,6.0,21.0,17.0,26.0,40.0,0.0,100.0,10.0,139.0,2.0,0.0,97.0,36.0,7.0,26.987441894639304,31.38401982202856,4.777777777777778,3.916498799216458
长虹公园,173,20240328,3,13,117.1430894,39.1364212,579.0,40639,0.1050241026939275,16.0,74.0,24.0,154.0,75.0,75.0,130.0,3.0,236.0,64.0,568.0,19.0,13.0,236.0,138.0,9.0,24.761781707275723,53.30301779293854,5.710280373831775,3.2002446263798072
跃进北路,101,20240330,5,17,117.3128878,39.1129289,128.0,2648,0.4288734285569115,1.0,3.0,1.0,18.0,3.0,15.0,5.0,0.0,28.0,2.0,56.0,0.0,0.0,15.0,38.0,6.0,14.339801600347256,23.91163415010856,4.4375,5.165984241399295
天拖,33,20240325,0,21,117.1431024,39.1079068,253.0,45868,0.0397010184544261,84.0,69.0,9.0,537.0,122.0,80.0,83.0,4.0,407.0,88.0,404.0,55.0,0.0,372.0,191.0,11.0,16.77604956759441,43.3398368970671,4.965517241379311,4.417500993380297
王顶堤,82,20240325,0,8,117.1319321,39.0907112,2441.0,1942,0.0234267071311807,12.0,24.0,15.0,122.0,55.0,50.0,74.0,0.0,195.0,40.0,263.0,17.0,3.0,237.0,95.0,11.0,27.351664009703605,49.31774543458927,4.636363636363637,6.474685580465853
徐庄子,44,20250324,0,21,117.248118,39.1907159,108.0,1917,0.1675110540398835,13.0,4.0,3.0,146.0,6.0,8.0,8.0,6.0,57.0,4.0,112.0,0.0,0.0,44.0,21.0,4.0,11.629375948577746,13.948453254229925,4.892857142857143,7.399468365466436
张兴庄,193,20250330,6,23,117.2090476,39.1904391,80.0,9487,0.1416633925713597,18.0,37.0,4.0,35.0,68.0,36.0,54.0,1.0,254.0,22.0,392.0,9.0,2.0,286.0,40.0,9.0,22.14561305106917,22.41715701572099,6.466666666666667,6.615569880354802
铁东路,197,20240329,4,16,117.2010161,39.1790552,878.0,21918,0.3861531146823925,20.0,41.0,6.0,40.0,36.0,35.0,61.0,0.0,196.0,34.0,220.0,19.0,10.0,236.0,59.0,5.0,38.91035833727113,55.79381301691653,5.267857142857143,5.184878175919705
体育中心,57,20230325,5,7,117.1659902,39.0716338,108.0,2355,0.2443833771122674,151.0,154.0,24.0,124.0,74.0,55.0,55.0,2.0,441.0,110.0,390.0,17.0,2.0,401.0,101.0,7.0,22.92664798042905,58.284608240887735,5.162393162393163,4.565691308320372
财经大学,124,20250325,1,12,117.270656,39.0632123,114.0,5757,0.1263928880761527,8.0,34.0,5.0,18.0,29.0,25.0,51.0,2.0,188.0,68.0,257.0,4.0,2.0,257.0,56.0,15.0,27.159814991094954,79.70544716704175,5.775,5.805718367033671
北辰道,58,20230325,5,23,117.1673009,39.2394963,14.0,1647,0.2923681932588319,0.0,2.0,2.0,12.0,3.0,4.0,13.0,9.0,23.0,6.0,25.0,2.0,1.0,23.0,9.0,3.0,7.363646135734836,17.933725612576463,4.305555555555555,11.636974684974245
津湾广场,208,20250324,0,9,117.2011885,39.1303448,2535.0,42049,0.3402732530475864,143.0,96.0,64.0,177.0,51.0,84.0,117.0,20.0,387.0,76.0,615.0,101.0,77.0,514.0,218.0,18.0,70.55837989743776,178.83909708100887,5.459610027855153,0.4026599873336353
南珠桥,117,20250326,2,6,117.2242428,39.0624458,46.0,6209,0.0709833151509883,11.0,16.0,4.0,116.0,38.0,20.0,48.0,27.0,153.0,34.0,948.0,27.0,0.0,209.0,106.0,10.0,19.13785297998432,39.354564538717305,4.379746835443038,3.238408739456155
西南楼,84,20240326,1,11,117.2098253,39.0945903,570.0,35618,0.1824031521938063,29.0,93.0,127.0,141.0,112.0,86.0,185.0,21.0,530.0,105.0,901.0,72.0,7.0,556.0,263.0,15.0,23.94679372131768,51.80854065854288,4.423076923076923,0.5593706456325833
泰昌路,97,20250327,3,6,117.2501854,39.1213217,280.0,37847,0.1434933112856323,49.0,121.0,27.0,127.0,56.0,38.0,65.0,6.0,476.0,85.0,979.0,19.0,18.0,530.0,90.0,7.0,46.72019297805533,121.55080692970375,5.627049180327869,0.5267145206105116
十一经路,131,20250329,5,19,117.2175163,39.1204458,535.0,29710,0.2281567344537279,57.0,96.0,34.0,158.0,92.0,98.0,144.0,6.0,402.0,86.0,691.0,62.0,15.0,466.0,280.0,15.0,46.527542704559046,168.3777571403283,5.218934911242603,0.5741484602706105
勤俭道,5,20240329,4,23,117.1471698,39.1771753,15.0,38252,0.0038207164438462,40.0,37.0,9.0,46.0,55.0,61.0,82.0,0.0,245.0,67.0,322.0,12.0,0.0,232.0,87.0,13.0,15.407934231233146,28.39506555324092,4.684210526315789,5.454973314055575
中山门,127,20230325,5,10,117.2581171,39.0998463,649.0,44251,0.0505514356418795,15.0,26.0,13.0,39.0,82.0,26.0,64.0,0.0,282.0,59.0,395.0,32.0,12.0,345.0,67.0,16.0,14.01478972524674,20.92267988134716,5.119047619047619,2.7421073606016684
复兴路,83,20230326,6,10,117.1516773,39.1546095,331.0,18794,0.3823331043782115,10.0,22.0,32.0,118.0,25.0,46.0,96.0,0.0,175.0,23.0,339.0,5.0,2.0,140.0,102.0,16.0,50.54565214936394,59.77908537525512,4.841666666666667,3.261506577852612
吴家窑,190,20230328,1,18,117.1799119,39.0997246,2632.0,34550,0.0487938526030733,49.0,40.0,16.0,75.0,84.0,78.0,138.0,0.0,339.0,134.0,372.0,50.0,2.0,300.0,175.0,12.0,27.03419452115306,76.71649289825567,5.045454545454546,3.053552839329076
人民医院,36,20230325,5,20,117.1429669,39.145482,367.0,27412,0.1049830252652356,9.0,32.0,11.0,56.0,77.0,55.0,123.0,1.0,252.0,56.0,396.0,23.0,9.0,297.0,137.0,13.0,29.11680031539328,48.32142734499222,5.639175257731959,3.4014726039881618
和平路,94,20230329,2,19,117.2005452,39.1256863,2040.0,50529,0.512693721949468,155.0,140.0,111.0,282.0,85.0,121.0,200.0,22.0,564.0,135.0,541.0,113.0,87.0,654.0,281.0,34.0,34.3018945552871,99.13364991398406,4.698492462311558,0.1489430797510277
洪湖里,6,20240331,6,23,117.1554917,39.1697729,54.0,30868,0.0217179697404514,58.0,40.0,16.0,28.0,73.0,65.0,119.0,1.0,277.0,57.0,446.0,35.0,3.0,459.0,106.0,11.0,15.809855292939655,27.89690650845563,4.839285714285714,4.382312138495212
卞兴,18,20230331,4,18,117.1030855,39.1450052,1125.0,2913,0.4407603905399078,2.0,7.0,8.0,11.0,9.0,12.0,22.0,3.0,34.0,5.0,36.0,0.0,0.0,35.0,11.0,1.0,14.71422010046506,6.476067582320657,7.384615384615385,6.734461188559148
一中心医院,32,20240331,6,21,117.1430863,39.1022163,288.0,29597,0.0469621301173426,45.0,39.0,12.0,463.0,90.0,76.0,117.0,2.0,338.0,91.0,305.0,46.0,8.0,322.0,197.0,14.0,28.062973148838648,83.69071952538778,5.130952380952381,4.876657375460797
小白楼,9,20230327,0,20,117.2094019,39.1137191,1347.0,34244,0.1928851306836053,155.0,118.0,49.0,425.0,85.0,156.0,253.0,2.0,644.0,234.0,556.0,136.0,69.0,571.0,365.0,24.0,32.52855146189793,150.44403152775055,4.910596026490066,0.5180171832271966
滨海国际机场,29,20240330,5,18,117.3552221,39.1319209,710.0,305,0.5866275930936097,0.0,0.0,120.0,1.0,0.0,0.0,4.0,0.0,24.0,0.0,36.0,8.0,0.0,23.0,14.0,5.0,44.59472786806265,222.17893397794973,6.201793721973094,8.69826441739024
梅江道,64,20230326,6,18,117.2192488,39.0684011,616.0,9433,0.1021173132520146,5.0,11.0,3.0,79.0,23.0,30.0,43.0,0.0,135.0,33.0,489.0,24.0,2.0,135.0,80.0,13.0,22.02283863697093,51.8085406585549,5.653846153846154,2.487574421352306
渌水道,160,20240327,2,14,117.263413,39.0444091,557.0,3937,0.2011632644941653,6.0,18.0,4.0,24.0,37.0,15.0,28.0,0.0,108.0,21.0,104.0,1.0,22.0,90.0,56.0,12.0,17.72724945128149,42.84167785227291,4.511627906976744,6.6964074419098205
金狮桥,17,20240326,1,15,117.2015526,39.1499528,737.0,27088,0.0479306642848941,38.0,38.0,11.0,63.0,111.0,69.0,117.0,1.0,335.0,64.0,434.0,33.0,10.0,273.0,169.0,8.0,29.67025476003045,50.81222256897852,4.411764705882353,2.4595314694053507
华苑,206,20230328,1,12,117.1222953,39.0859957,1607.0,1430,0.2447330123837872,13.0,40.0,7.0,334.0,34.0,61.0,60.0,8.0,227.0,63.0,158.0,31.0,1.0,175.0,124.0,12.0,37.51260326495176,74.22569767428519,5.805369127516778,7.416947928360577
双港,105,20250330,6,9,117.2709095,39.0299389,227.0,1117,0.2027737732024883,12.0,45.0,2.0,103.0,25.0,25.0,23.0,3.0,104.0,18.0,193.0,4.0,2.0,198.0,62.0,5.0,18.439460398569047,38.35824644912339,5.233766233766234,8.359511861455967
鞍山道,15,20230331,4,16,117.1818587,39.1191905,2447.0,41495,0.0582065916428215,193.0,187.0,52.0,210.0,202.0,169.0,227.0,0.0,745.0,231.0,515.0,76.0,27.0,669.0,294.0,15.0,19.443096556203663,76.71649289827718,4.032467532467533,1.799317252003026
梅江道,64,20240329,4,9,117.2192488,39.0684011,265.0,9433,0.0738184961816191,7.0,15.0,2.0,90.0,29.0,31.0,44.0,0.0,130.0,29.0,463.0,25.0,2.0,122.0,86.0,13.0,23.41566055629844,50.8122225689673,5.637254901960785,2.487574421352306
屿东城,123,20250328,4,13,117.2735609,39.1463782,846.0,16826,0.104809003463135,17.0,36.0,4.0,60.0,44.0,27.0,43.0,0.0,193.0,48.0,218.0,13.0,7.0,198.0,66.0,13.0,20.08926209838506,38.35824644913277,4.5064935064935066,2.930730845246451
小白楼,9,20240331,6,16,117.2094019,39.1137191,73.0,34244,0.2159663537510111,144.0,116.0,46.0,309.0,77.0,159.0,250.0,4.0,648.0,181.0,801.0,113.0,71.0,614.0,382.0,25.0,32.51180230514756,147.4550772589873,4.800675675675675,0.5180171832271966
太湖路,135,20230328,1,21,117.7172402,39.0189123,11.0,2219,0.0596878092549829,3.0,13.0,4.0,25.0,22.0,36.0,16.0,0.0,141.0,36.0,88.0,3.0,2.0,95.0,116.0,11.0,16.967504506634707,27.89690650845672,5.535714285714286,4.4160205661891405
吴家窑,190,20250324,0,13,117.1799119,39.0997246,1127.0,34550,0.0376297492020862,40.0,41.0,13.0,62.0,76.0,77.0,129.0,0.0,300.0,109.0,334.0,45.0,4.0,256.0,175.0,12.0,36.15458876407648,95.64653660042264,5.333333333333333,3.053552839329076
民航大学,103,20230331,4,21,117.3428035,39.1075241,17.0,11110,0.2368148677821072,35.0,18.0,1.0,21.0,7.0,6.0,13.0,1.0,51.0,70.0,64.0,3.0,3.0,119.0,32.0,5.0,44.89584417900273,151.93850866217036,6.508196721311475,7.815780164580776
肿瘤医院,90,20230330,3,12,117.1776162,39.0781214,912.0,3170,0.1439906507576774,211.0,61.0,8.0,70.0,89.0,58.0,100.0,1.0,223.0,52.0,204.0,43.0,5.0,271.0,170.0,12.0,20.296404722936884,53.8011768377533,5.148148148148148,3.3492493085809474
于台,122,20240327,2,12,117.156219,39.045497,34.0,616,0.3424172524298753,5.0,16.0,6.0,61.0,11.0,10.0,10.0,0.0,48.0,6.0,91.0,0.0,0.0,32.0,20.0,3.0,16.962098893411408,20.42452083654572,6.243902439024391,6.9939661886179225
民航大学,103,20240327,2,17,117.3428035,39.1075241,422.0,11110,0.245824930250938,36.0,24.0,0.0,20.0,9.0,7.0,13.0,1.0,58.0,73.0,65.0,1.0,2.0,99.0,31.0,5.0,44.89584417900277,151.93850866217036,6.508196721311475,7.815780164580776
成林道,89,20240330,5,16,117.2393964,39.1292223,1428.0,28910,0.1061991129019251,20.0,45.0,10.0,48.0,41.0,39.0,103.0,5.0,183.0,39.0,225.0,12.0,4.0,148.0,114.0,7.0,28.518891068784573,55.29565397209659,4.342342342342342,1.4379980271081216
玛钢厂,115,20240329,4,6,117.246116,39.0615389,90.0,16548,0.1342105703432194,10.0,18.0,9.0,29.0,22.0,19.0,59.0,0.0,129.0,23.0,177.0,16.0,4.0,134.0,40.0,10.0,23.751421353668352,55.29565397211471,6.756756756756757,4.278944641583653
大王庄,132,20250329,5,20,117.211904,39.1261601,530.0,25713,0.3381367288985597,60.0,71.0,24.0,138.0,81.0,93.0,151.0,5.0,399.0,75.0,465.0,63.0,46.0,366.0,244.0,9.0,71.22743696495777,191.2930732008182,5.541666666666667,0.1999856783789545
中山门,127,20240331,6,14,117.2581171,39.0998463,1319.0,44251,0.0890594470109982,14.0,25.0,13.0,39.0,105.0,23.0,62.0,0.0,280.0,47.0,360.0,27.0,15.0,334.0,73.0,16.0,19.8741984178273,27.89690650846288,5.535714285714286,2.7421073606016684
淮河道,72,20230327,0,12,117.1857889,39.2179069,99.0,4390,0.1027550337999155,14.0,17.0,5.0,32.0,17.0,21.0,43.0,1.0,66.0,22.0,81.0,5.0,2.0,103.0,31.0,14.0,21.658922771442214,45.33247307624576,5.857142857142857,9.19616429748056
广开四马路,28,20230330,3,9,117.1549808,39.1363741,601.0,59946,0.0663405911909164,15.0,60.0,10.0,100.0,143.0,79.0,166.0,0.0,494.0,113.0,399.0,74.0,5.0,339.0,180.0,17.0,26.476818112427274,55.79381301691426,5.75,2.1754470229461726
体育中心,57,20240327,2,16,117.1659902,39.0716338,690.0,2355,0.2228247119769649,197.0,154.0,21.0,117.0,61.0,58.0,51.0,0.0,330.0,61.0,364.0,19.0,2.0,354.0,105.0,6.0,21.808128604875883,47.32510925542167,5.242105263157895,4.565691308320372
金钟街,45,20230327,0,13,117.2609543,39.199109,120.0,8918,0.2926410405381778,8.0,10.0,1.0,125.0,15.0,10.0,18.0,3.0,109.0,14.0,447.0,11.0,1.0,99.0,23.0,6.0,16.332631004083577,24.40979319489449,5.918367346938775,8.326560360573689
靖江路,104,20250329,5,17,117.238086,39.141949,2466.0,21704,0.0,13.0,35.0,5.0,58.0,57.0,36.0,74.0,3.0,249.0,25.0,276.0,19.0,3.0,214.0,120.0,13.0,22.24899386249332,54.2993358825204,4.220183486238532,2.4309307628737336
华山里,14,20230331,4,6,117.255653,39.0650759,464.0,12360,0.0368473086943369,3.0,20.0,13.0,27.0,57.0,40.0,76.0,0.0,204.0,30.0,258.0,15.0,4.0,240.0,43.0,13.0,15.9681319429706,39.35456453872106,5.0886075949367084,4.617071619952836
南珠桥,117,20240330,5,6,117.2242428,39.0624458,21.0,6209,0.0865494875693871,14.0,20.0,4.0,147.0,39.0,20.0,48.0,32.0,153.0,36.0,1024.0,27.0,0.0,231.0,121.0,10.0,18.40924485458248,35.36929218036619,4.338028169014085,3.238408739456155
梅江会展中心,67,20240325,0,12,117.2110148,39.0437736,134.0,218,0.3406961255180429,13.0,28.0,5.0,14.0,5.0,9.0,11.0,0.0,37.0,25.0,24.0,3.0,4.0,43.0,59.0,4.0,23.02205841226112,195.7765046039683,7.567430025445293,5.172506087896772
双港,105,20250324,0,17,117.2709095,39.0299389,504.0,1117,0.2027737732024883,12.0,45.0,2.0,103.0,25.0,25.0,23.0,3.0,104.0,18.0,193.0,4.0,2.0,198.0,62.0,5.0,18.439460398569047,38.35824644912339,5.233766233766234,8.359511861455967
华北集团,200,20230326,6,7,117.2214264,39.2264674,30.0,2730,0.2149068474864646,42.0,15.0,0.0,148.0,11.0,16.0,13.0,27.0,173.0,15.0,145.0,2.0,0.0,174.0,24.0,7.0,9.848070494681544,13.948453254226624,5.928571428571429,10.741085398459909
文化中心,162,20250328,4,14,117.201156,39.0882375,26.0,60432,0.334786734571267,10.0,51.0,58.0,29.0,30.0,36.0,96.0,15.0,151.0,37.0,460.0,21.0,20.0,209.0,138.0,9.0,26.948286425467565,75.22201576386864,5.814569536423841,1.0575305424377448
洪湖里,6,20230325,5,6,117.1554917,39.1697729,363.0,30868,0.0574356094734601,45.0,34.0,15.0,33.0,78.0,65.0,126.0,0.0,332.0,62.0,468.0,35.0,3.0,486.0,96.0,11.0,13.42332207448725,26.90058841886793,4.796296296296297,4.382312138495212
迎风道,30,20240328,3,8,117.1431305,39.0856418,1210.0,6006,0.0400592503655256,63.0,25.0,20.0,40.0,66.0,43.0,129.0,0.0,206.0,51.0,249.0,26.0,2.0,221.0,99.0,10.0,17.539369128905964,33.874815045975886,5.720588235294118,6.063139180469776
顺驰桥,26,20240326,1,18,117.2274761,39.1403733,2000.0,20112,0.0327107230494225,42.0,43.0,8.0,65.0,44.0,58.0,94.0,1.0,184.0,29.0,187.0,10.0,1.0,115.0,122.0,11.0,22.1143366228822,56.790131106482654,4.12280701754386,2.1807018699281224
辽河北道,73,20230328,1,10,117.1931824,39.209257,120.0,2772,0.1364387548754003,6.0,10.0,2.0,43.0,21.0,19.0,37.0,3.0,72.0,28.0,94.0,4.0,2.0,56.0,28.0,6.0,26.4409434571476,68.2477891367364,6.145985401459854,8.297764433569132
天塔,177,20240330,5,15,117.1702818,39.0947146,1968.0,26999,0.3082667834721859,63.0,133.0,13.0,134.0,61.0,65.0,85.0,8.0,323.0,97.0,401.0,27.0,39.0,445.0,198.0,9.0,38.15744175674613,96.6428546900536,5.711340206185567,3.73073962272482
十一经路,131,20230326,6,14,117.2175163,39.1204458,294.0,29710,0.2709371390548868,58.0,86.0,37.0,271.0,88.0,101.0,154.0,2.0,445.0,91.0,520.0,71.0,16.0,574.0,277.0,17.0,27.47305543490095,92.15942328686609,4.848648648648648,0.5741484602706105
西南角,172,20240326,1,16,117.1657359,39.1363314,2559.0,67095,0.0314502728551524,203.0,135.0,64.0,120.0,148.0,96.0,141.0,16.0,769.0,182.0,984.0,72.0,9.0,731.0,281.0,10.0,30.23108865841441,90.16678710769366,5.718232044198895,1.2497498466226618
西北角,7,20230331,4,14,117.1649963,39.1459553,1597.0,26607,0.0420193975683091,63.0,59.0,32.0,85.0,90.0,61.0,105.0,6.0,393.0,158.0,403.0,55.0,9.0,394.0,187.0,15.0,21.180639840119007,39.85272358349902,5.2375,1.7637065766655176
小白楼,9,20240331,6,20,117.2094019,39.1137191,81.0,34244,0.2159663537510111,144.0,116.0,46.0,309.0,77.0,159.0,250.0,4.0,648.0,181.0,801.0,113.0,71.0,614.0,382.0,25.0,32.51180230514756,147.4550772589873,4.800675675675675,0.5180171832271966
陈塘庄,12,20230325,5,10,117.2421866,39.0824817,95.0,27069,0.3227718487982403,50.0,45.0,12.0,137.0,47.0,49.0,59.0,0.0,264.0,82.0,283.0,17.0,4.0,250.0,85.0,8.0,23.985610367456754,48.81958638980111,4.051020408163265,2.6530075836711293
李楼,60,20240329,4,16,117.3109139,39.0533173,1024.0,239,0.1927368848406621,0.0,3.0,3.0,35.0,16.0,7.0,19.0,0.0,42.0,13.0,43.0,14.0,0.0,27.0,17.0,4.0,13.118495391510477,25.90427032927276,5.653846153846154,9.265141762597006
沙柳南路,99,20230330,3,19,117.2827742,39.1163725,180.0,18642,0.1255911749210451,6.0,4.0,2.0,13.0,12.0,18.0,32.0,0.0,60.0,13.0,59.0,2.0,1.0,59.0,31.0,6.0,17.071548184801905,20.922679881338063,5.142857142857143,2.567913456075378
天津宾馆,214,20250325,1,18,117.1924515,39.0844239,2194.0,38846,0.3055233614560092,27.0,23.0,7.0,26.0,25.0,35.0,64.0,0.0,108.0,17.0,111.0,26.0,2.0,105.0,85.0,11.0,19.868741963823155,38.35824644911951,5.2727272727272725,1.898994497030397
淮河道,72,20230331,4,21,117.1857889,39.2179069,257.0,4390,0.1027550337999155,14.0,17.0,5.0,32.0,17.0,21.0,43.0,1.0,66.0,22.0,81.0,5.0,2.0,103.0,31.0,14.0,21.658922771442214,45.33247307624576,5.857142857142857,9.19616429748056
复兴路,83,20230329,2,11,117.1516773,39.1546095,196.0,18794,0.3823331043782115,10.0,22.0,32.0,118.0,25.0,46.0,96.0,0.0,175.0,23.0,339.0,5.0,2.0,140.0,102.0,16.0,50.54565214936394,59.77908537525512,4.841666666666667,3.261506577852612
金贸产业园,110,20240326,1,7,117.2813858,39.1018211,268.0,7175,0.1874167666470732,3.0,14.0,1.0,35.0,6.0,20.0,45.0,0.0,47.0,6.0,58.0,0.0,1.0,28.0,17.0,3.0,13.93102850595788,10.959498985466894,5.2727272727272725,3.3956850330970774
大毕庄,46,20230331,4,8,117.272902,39.2020503,468.0,6691,0.3164943630349234,24.0,10.0,4.0,205.0,25.0,9.0,19.0,1.0,128.0,17.0,619.0,13.0,0.0,123.0,25.0,5.0,10.4080146670088,19.92636179175328,5.975,8.776052133808975
文化中心,162,20230327,0,9,117.201156,39.0882375,750.0,60432,0.3999962577268929,10.0,40.0,95.0,52.0,32.0,38.0,99.0,18.0,199.0,62.0,520.0,24.0,14.0,225.0,139.0,8.0,14.46587739287357,33.376656001186745,5.432835820895522,1.0575305424377448
中医一附院,77,20250324,0,13,117.1781447,39.0448933,71.0,1168,0.3669239170579692,6.0,16.0,1.0,29.0,45.0,12.0,27.0,0.0,72.0,11.0,179.0,2.0,2.0,85.0,37.0,4.0,15.670204258322029,17.933725612578424,5.333333333333333,5.87976011820614
海光寺,166,20230329,2,9,117.171224,39.1212299,2174.0,61066,0.0718668416752381,159.0,100.0,12.0,234.0,192.0,124.0,156.0,1.0,611.0,205.0,492.0,108.0,5.0,613.0,257.0,14.0,14.86003292211925,37.361928359556046,4.36,1.7462439571946944
双港,105,20250326,2,19,117.2709095,39.0299389,306.0,1117,0.2027737732024883,12.0,45.0,2.0,103.0,25.0,25.0,23.0,3.0,104.0,18.0,193.0,4.0,2.0,198.0,62.0,5.0,18.439460398569047,38.35824644912339,5.233766233766234,8.359511861455967
土城,11,20240331,6,7,117.2257459,39.0883597,9.0,65515,0.0,28.0,43.0,20.0,63.0,72.0,56.0,108.0,7.0,260.0,59.0,569.0,37.0,2.0,275.0,224.0,9.0,17.49487677156043,33.37665600117966,3.850746268656717,1.1093105787149686
鞍山西道,34,20230325,5,20,117.1430702,39.1155364,393.0,56067,0.0491867746721994,72.0,79.0,9.0,295.0,102.0,70.0,95.0,3.0,418.0,107.0,486.0,42.0,0.0,410.0,180.0,14.0,16.009835186693817,31.384019822014444,4.761904761904762,3.8831543678009193
大王庄,132,20250324,0,23,117.211904,39.1261601,54.0,25713,0.3381367288985597,60.0,71.0,24.0,138.0,81.0,93.0,151.0,5.0,399.0,75.0,465.0,63.0,46.0,366.0,244.0,9.0,71.22743696495777,191.2930732008182,5.541666666666667,0.1999856783789545
铁东路,197,20240327,2,6,117.2010161,39.1790552,639.0,21918,0.3861531146823925,20.0,41.0,6.0,40.0,36.0,35.0,61.0,0.0,196.0,34.0,220.0,19.0,10.0,236.0,59.0,5.0,38.91035833727113,55.79381301691653,5.267857142857143,5.184878175919705
大学城,205,20230331,4,23,117.105685,39.0712816,7.0,276,0.4042731015607542,1.0,10.0,0.0,12.0,0.0,8.0,1.0,0.0,14.0,26.0,5.0,1.0,0.0,5.0,17.0,5.0,19.69337351401808,30.885860777216354,5.645161290322581,9.511215661933662
学府工业区,202,20230331,4,15,117.0721866,39.0707374,80.0,251,0.5150304838109881,2.0,2.0,1.0,55.0,2.0,10.0,2.0,0.0,5.0,7.0,10.0,1.0,2.0,10.0,8.0,5.0,18.104066543797515,23.41347510531935,5.446808510638298,11.763699828315907
国山路,27,20250326,2,9,117.3033796,39.1532758,842.0,5838,0.6038868366533936,0.0,3.0,2.0,8.0,4.0,7.0,11.0,10.0,16.0,1.0,25.0,3.0,0.0,11.0,16.0,4.0,14.877036553368876,14.944771343812448,3.6,5.276630342814699
吴家窑,190,20250328,4,21,117.1799119,39.0997246,1444.0,34550,0.0376297492020862,40.0,41.0,13.0,62.0,76.0,77.0,129.0,0.0,300.0,109.0,334.0,45.0,4.0,256.0,175.0,12.0,36.15458876407648,95.64653660042264,5.333333333333333,3.053552839329076
龙涵道,111,20240325,0,9,117.2808862,39.0946105,109.0,6565,0.1175730491102389,27.0,50.0,19.0,77.0,25.0,33.0,58.0,0.0,123.0,31.0,120.0,8.0,3.0,76.0,41.0,6.0,14.170971189594532,20.92267988133917,4.880952380952381,4.000040495035274
